#Dataset: MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2015_v1
#Variable: meanpr
#Area: sea
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-02-16
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","SEA","full_domain"
"2059-03",12.487,7.905
"2059-04",11.444,7.934
"2059-05",14.324,12.104
"2059-06",13.957,11.615
"2059-07",9.556,10.663
"2059-08",6.698,10.256
"2059-09",7.226,9.12
"2059-10",7.024,6.581
"2059-11",10.951,8.532
"2059-12",11.671,8.708
"2060-01",16.732,10.076
"2060-02",11.142,6.846
"2060-03",11.881,7.896
"2060-04",12.452,9.602
"2060-05",14.88,10.876
"2060-06",14.575,12.668
"2060-07",13.621,12.067
"2060-08",11.271,11.746
"2060-09",12.23,12.823
"2060-10",11.772,10.908
"2060-11",10.13,9.282
"2060-12",15.234,11.204
"2061-01",13.961,9.423
"2061-02",14.868,8.157
"2061-03",13.863,9.346
"2061-04",12.858,8.506
"2061-05",16.733,11.412
"2061-06",11.916,10.862
"2061-07",12.642,11.333
"2061-08",9.747,12.405
"2061-09",9.588,9.765
"2061-10",9.259,8.284
"2061-11",11.561,8.732
"2061-12",13.929,9.498
"2062-01",14.478,7.434
"2062-02",12.348,7.692
"2062-03",13.366,7.317
"2062-04",15.162,8.839
"2062-05",15.389,12.103
"2062-06",12.546,11.707
"2062-07",9.039,12.491
"2062-08",7.918,8.455
"2062-09",9.064,9.96
"2062-10",9.627,9.72
"2062-11",8.818,7.237
"2062-12",9.511,7.781
"2063-01",17.996,8.622
"2063-02",11.967,5.723
"2063-03",13.782,7.258
"2063-04",12.69,8.014
"2063-05",14.728,10.644
"2063-06",17.612,14.321
"2063-07",12.382,13.82
"2063-08",8.927,11.563
"2063-09",10.973,11.485
"2063-10",12.392,10.773
"2063-11",9.62,8.664
"2063-12",10.682,9.185
"2064-01",13.173,11.155
"2064-02",13.834,9.635
"2064-03",14.474,10.543
"2064-04",15.145,9.105
"2064-05",16.772,11.897
"2064-06",14.872,12.817
"2064-07",13.117,14.886
"2064-08",7.713,10.763
"2064-09",10.193,11.243
"2064-10",11.114,10.521
"2064-11",11.38,10.148
"2064-12",14.655,11.664
"2065-01",16.599,10.506
"2065-02",18.011,9.228
"2065-03",14.412,8.839
"2065-04",10.118,8.24
"2065-05",12.371,10.725
"2065-06",13.323,12.635
"2065-07",9.276,13.302
"2065-08",8.26,10.933
"2065-09",7.847,10.626
