#Dataset: ICHEC-EC-EARTH_r12i1p1_SMHI-RCA4_v1
#Variable: meanpr
#Area: land
#Interpolation_method: cdo remap
#Spatial_resolution: 0.5º
#Creation_Date: 2021-03-05
#Author: IPCC-WGI Atlas Hub (https://github.com/SantanderMetGroup/IPCC-Atlas). Santander Meteorology Group.
"date","GIC","NWN","NEN","NEU","EEU","RAR","WSB","ESB","RFE","ARO","full_domain"
"2025-02",0.898,1.346,0.358,1.723,3.067,0.649,3.179,0.305,0.957,0.64,0.997
"2025-03",1.06,1.025,0.409,2.208,2.124,0.476,2.114,0.18,0.335,0.729,0.927
"2025-04",1.067,1.145,0.743,2.087,1.717,0.893,4.928,1.306,0.804,1.002,1.127
"2025-05",1.185,1.863,0.88,1.17,3.619,1.386,5.876,1.572,1.133,0.91,1.414
"2025-06",1.133,1.871,0.967,2.965,2.644,1.272,3.365,1.138,1.579,1.122,1.544
"2025-07",1.74,2.853,1.936,2.427,4.048,2.31,6.671,1.324,1.313,0.995,2.275
"2025-08",1.787,2.607,1.489,2.562,3.277,1.913,10.075,1.3,1.909,1.644,2.123
"2025-09",1.939,2.545,1.794,3.781,3.468,2.007,6.487,2.315,2.412,1.534,2.323
"2025-10",1.372,1.7,1.28,3.726,2.361,1.821,4.462,0.908,1.77,1.097,1.867
"2025-11",1.241,1.983,1.084,2.828,3.402,1.323,3.405,1.056,1.305,1.239,1.658
"2025-12",1.05,1.664,0.383,1.963,2.304,1.247,4.61,0.945,1.001,1.84,1.335
"2026-01",1.207,1.868,0.219,2.366,1.485,0.877,2.365,1.096,0.4,1.717,1.248
"2026-02",0.827,0.879,0.548,1.748,1.869,1.086,3.507,0.649,0.823,1.278,1.058
"2026-03",1.084,1.205,0.506,2.374,1.893,0.68,2.282,0.184,1.119,0.928,1.058
"2026-04",1.01,0.968,0.55,1.673,2.612,0.893,4.176,0.59,1.553,0.555,1.064
"2026-05",1.15,1.495,0.848,1.877,2.66,1.332,4.344,1.881,1.49,0.975,1.429
"2026-06",1.148,1.638,0.979,2.524,3.543,1.88,4.965,2.495,1.302,1.207,1.716
"2026-07",0.907,2.527,1.173,2.366,1.747,1.927,3.986,0.297,1.05,0.772,1.813
"2026-08",1.818,2.772,1.861,2.407,1.774,2.312,3.967,2.541,3.302,1.503,2.402
"2026-09",1.867,2.707,1.136,3.613,4.372,2.297,9.102,1.735,3.077,2.266,2.414
"2026-10",1.252,1.838,1.349,2.335,4.989,1.45,9.607,0.658,2.044,1.11,1.692
"2026-11",1.078,1.535,1.112,2.931,2.699,1.112,3.668,0.891,1.19,1.378,1.395
"2026-12",0.9,1.541,0.273,3.505,2.432,1.231,3.905,0.689,1.066,1.689,1.394
"2027-01",1.073,0.796,0.47,4.232,2.228,0.946,2.158,0.452,1.989,1.038,1.354
"2027-02",1.14,1.491,0.278,1.517,1.316,0.941,1.508,0.45,1.359,1.389,1.133
"2027-03",0.675,0.849,0.195,1.954,1.329,0.903,1.989,0.996,1.134,0.685,0.948
"2027-04",0.735,0.81,0.397,1.508,1.803,1.071,4.086,1.421,1.332,0.666,1.014
"2027-05",1.183,1.311,0.9,1.304,1.274,0.884,1.012,2.082,2.098,0.366,1.197
"2027-06",0.924,1.524,0.719,2.317,3.739,1.288,5.783,0.489,1.622,1.372,1.438
"2027-07",1.396,2.704,1.192,2.457,2.509,1.956,4.982,1.759,2.304,1.152,2.027
